example_id,conv_id,target_tweet_id,target_author_id,target_created_ts,customer_message,prior_context,intent,intent_confidence,secondary_intent,resolution_observable,resolution_type,escalation_label,escalation_reason,noise_flag,ambiguity_flag,annotator_notes,sampling_bucket_primary,is_conflict,sample_slice,is_first_inbound,target_position,n_inbound_total,conv_tweets_total,n_brand_tweets_total,message_chars,message_words,has_brand_reply_after,reference_brand_reply,data_split,sample_source,includes_future_context,leakage_safe
BA_487360,487360,1931135,574655,2017-10-28 17:04:08+05:30,@British_Airways my flight BA7017 was cancelled last Saturday and BA abandoned me and my family at Bristol Airport. Poor customer care! 😡,,flight_disruption,high,contact_or_human_escalation_request,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,complaint_or_human_judgment,FALSE,multi_intent,BA7017 cancelled and customers abandoned at Bristol Airport; DM escalation.,flight_disruption,True,borderline,True,1,1,2,1,137,22,True,"@574655 We're sorry your flight was cancelled, please DM your booking reference, email and number so we can look into this for you. ^Lynn",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_492183,492183,1947702,578746,2017-10-30 14:46:15+05:30,"@British_Airways my son travels from Miami to Ams, with a transfer in LHR Will his bagage be transferred automatically to terminal 5?",,baggage,high,,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,none,Will the bag transfer automatically to T5 to AMS? Answered.,other,False,main,True,1,2,4,2,133,22,True,@578746 If your son is travelling with us all the way this should be fine. Ask him to mention it when he drops his bag off and this shouldn't 1/2,golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_495495,495495,1960772,581561,2017-11-27 05:32:18+05:30,@British_Airways Got no reply ! No surprise  BA is shit,"[BRAND @ 2017-11-26 15:35:31+05:30] @581561 We're concerned to hear that, Chris. Please tell us what's happened? We can arrange to call you back. DM us your booking reference, email address and contact number. ^Linda
[CUSTOMER @ 2017-11-26 17:59:20+05:30] @British_Airways Thanks Linda I’ve DM’d you with my Email ad thanks",contact_or_human_escalation_request,high,,UNRESOLVED,none,UNCERTAIN,complaint_or_human_judgment,FALSE,none,Later-position turn; complaint that there was still no reply; thread ends unresolved.,other,False,main,False,4,4,5,1,55,10,False,,golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_496691,496691,1965282,582572,2017-10-31 04:59:50+05:30,@British_Airways flight number ba0471 bcn/lhr delayed over 3 hours with no food onboard #jokeairline,,flight_disruption,high,,APOLOGY_ONLY,empathy_only,AUTO_HANDLE,,FALSE,none,BA0471 delayed 3+ hours with no food on board; apology about aircraft change.,flight_disruption,False,main,True,1,3,6,3,100,14,True,"@582572 Hi Shaun, we're sorry to hear you were delayed for so long, I know there was then a change of aircraft. I hope the crew updated you. ^Dani",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_50332,50332,228299,170422,2017-10-11 15:47:01+05:30,@British_Airways morning - I’m travelling to CPT at weekend - can I take golf clubs and case if both fall are under baggage allowance?,,baggage,high,information_or_policy,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,multi_intent,"Two items each under allowance; answer: number of pieces counts, not combined weight. Borderline baggage/info.",baggage,True,borderline,True,1,2,4,2,134,24,True,"@170422 Hi Tim, no it's the number of pieces of baggage you have that counts. Not the combined weight. You'll need to buy an extra bag if your 1/2",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_505719,505719,1995672,590127,2017-11-03 15:52:58+05:30,Gr8 cust serv from @British_Airways 2day. BA2771 delayed by fog we r on plane and being kept well updated Capt answering questions in cabin,,noise_or_off_topic_or_ack,high,flight_disruption,UNCLEAR,empathy_only,AUTO_HANDLE,,TRUE,multi_intent,Praises the crew despite a fog delay; dominant intent is positive feedback.,flight_disruption,False,main,True,1,1,2,1,139,24,True,"@590127 Hi Michael, we're sorry for the delay to your flight from Jersey. We're glad you were kept updated on board. Hope you enjoyed your flight.",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_50753,50753,230338,170875,2017-10-08 16:18:05+05:30,"@British_Airways Hi 17707027 and __email__

Best regards Danny","[CUSTOMER @ 2017-10-05 09:24:23+05:30] @British_Airways Hi it is a flight credit of mad-fra with LA this was rejected. On 13.9. booking code BBBENZ. Ticket number 0455669465726.
[BRAND @ 2017-10-05 15:06:26+05:30] @170875 Hi Danny, we can take a look into this for you. DM us your Executive Club number, email address and contact number. ^Linda",refund_or_compensation,low,,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,payment_or_refund,FALSE,truncated_captured,Later-position target; continuation of rejected flight-credit claim; message looks like a pasted email header supplying EC number/email after a DM request.,other,False,main,False,3,2,3,1,62,8,False,,golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_50768,50768,230411,170891,2017-10-05 03:36:14+05:30,"@British_Airways we were lied to by one of your members of staff regarding a canceled flight and now it's cost me £190, please contact me",,refund_or_compensation,high,contact_or_human_escalation_request,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,compensation,FALSE,multi_intent,Claims staff misled re cancelled flight costing GBP190; asks to be contacted.,booking_change_or_cancellation,True,borderline,True,1,1,4,3,137,25,True,"@170891 Hi Marc, we're sorry to hear of the issues you've experienced and we're following you now so you can DM. Please confirm your",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_508011,508011,2002156,592025,2017-11-03 20:22:37+05:30,Awwwww @British_Airways what’s going on?! 364 delayed by 90 mins!!! *pout* Better be some good tea on board at that late hour!! ;-),,flight_disruption,medium,noise_or_off_topic_or_ack,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,none,Complains BA364 delayed; brand clarifies the flight actually departed on time.,flight_disruption,False,main,True,1,1,2,1,131,23,True,"@592025 Hi Michael, I've checked our system and I can see that BA364 departed on time this evening. I hope you enjoyed your flight. ^BS",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_509781,509781,2007271,589127,2017-11-04 18:55:32+05:30,Looking forward to another Business flight with @British_Airways to Saudi. Do need to follow up on a claim 4 a delay from month ago though!,,refund_or_compensation,high,flight_disruption,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,compensation,FALSE,multi_intent,Follow-up on a month-old delay-compensation claim; DM case reference requested.,flight_disruption,False,main,True,1,1,2,1,139,25,True,"@589127 We hope you have a successful business trip, Arran. Please DM the case ref, email and postal address from your claim, so we help with it. ^T",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_510140,510140,2008329,593868,2017-11-04 16:54:43+05:30,Totally agree @British_Airways these guys are a credit to you https://t.co/jywQlsP9QO,,noise_or_off_topic_or_ack,high,,UNCLEAR,empathy_only,AUTO_HANDLE,,TRUE,none,Agrees the cabin crew are a credit to BA.,refund_or_compensation,False,main,True,1,1,2,1,85,11,True,@593868 Thanks for your tweet Nicola . We really like how much you think of our Cabin crew and how special they make you and others feel. ^Oliver,golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_51310,51310,232941,171443,2017-10-05 15:14:55+05:30,@British_Airways thanks for cancelling the skyflyer solo program .. much appreciated,,noise_or_off_topic_or_ack,medium,,APOLOGY_ONLY,empathy_only,AUTO_HANDLE,,TRUE,none,"Sarcastic thanks for the cancelled Skyflyer Solo programme; venting, no actionable request; brand replies with apology/context.",booking_change_or_cancellation,False,main,True,1,1,2,1,84,11,True,@171443 We stopped doing this some time ago. We're sorry if you weren't previously aware of this. ^SR,golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_51492,51492,233677,171626,2017-10-05 16:46:56+05:30,"both need our passport checked, one gets a boarding pass, one doesn't? 
@British_Airways ? https://t.co/yLYZf8p1kR",,information_or_policy,medium,,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,unclear_intent,Puzzled why only one of two passports gets a boarding pass; explanation given about airport checks.,other,False,main,True,1,3,8,5,114,15,True,"@171626 Hi Mike, as stated, further passport checks are required at the airport. Please allow additional time for this. ^Linda",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_521268,521268,2040574,286821,2017-10-19 00:28:53+05:30,@British_Airways Your site is full of problems. Seriously! 😑,,website_or_app_issue,high,,UNRESOLVED,action_offered,AUTO_HANDLE,,FALSE,none,The site is full of problems; brand asked for specifics.,website_or_app_issue,False,main,True,1,2,4,2,60,9,True,@286821 Oh! We're not aware of any problems. What issues are you experiencing and is there anything we can help you with? ^JR,golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_525809,525809,2053177,607201,2017-10-06 02:50:00+05:30,When @British_Airways decides to cancel your flight and you have to drive instead. Thanks! #fail https://t.co/LdL7yNE5in,,flight_disruption,high,noise_or_off_topic_or_ack,UNRESOLVED,action_offered,ESCALATE,compensation,FALSE,multi_intent,Flight cancelled so had to drive instead; compensation-relevant; brand asked if an alternative was offered.,booking_change_or_cancellation,False,main,True,1,1,2,1,120,16,True,@607201 Hi Richard.  Apologies for the late reply.  We're sorry your flight was cancelled.  Did the staff not offer an alternative flight? ^N,golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_534245,534245,2076712,437315,2017-10-09 13:46:15+05:30,"Hey @British_Airways, I love you! You have made travelling with my less-able mum to &amp; from Dubrovnik an absolute breeze. Thank you.",,noise_or_off_topic_or_ack,high,,UNCLEAR,empathy_only,AUTO_HANDLE,,TRUE,none,Love note for travelling with a less-able mum.,noise_or_off_topic,False,main,True,1,1,2,1,135,22,True,"@437315 We're so pleased to hear that, Amy. Thanks for your positive feedback. We look forward to welcoming you and your mum on board again soon. ^L",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_534669,534669,2077893,614544,2017-12-01 01:04:48+05:30,"@British_Airways I was considering subscribing to the executive club but need to ask a question before I do. How long are the miles valid for, and if I get the credit card making regular monthly purchases do they become unexpirable?",,information_or_policy,high,,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,none,Avios validity and credit-card unexpirability questions before subscribing.,refund_or_compensation,False,main,True,1,1,2,1,232,40,True,"@614544 Hi Alexandre, Avios will expire if your account is inactive for 36 months. If you're continuously earning then your points won't expire. We hope this helps. ^Natalie",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_542508,542508,2103904,551233,2017-11-08 16:11:22+05:30,Smooth journey through Terminal 3 at @119137 and now relaxing in the @British_Airways lounge. Next stop #Vegas,,noise_or_off_topic_or_ack,high,,UNCLEAR,empathy_only,AUTO_HANDLE,,TRUE,none,Smooth-journey and lounge recap post.,other,False,main,True,1,1,2,1,110,17,True,"@551233 That's fantastic, hope you enjoy the lounge experience. Thanks. ^Raj",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_542898,542898,2105484,621470,2017-11-08 18:01:13+05:30,@British_Airways in first lounge T5. Printer not working. Not a single staff member knows what to do. Keep saying not their problem!!!,,contact_or_human_escalation_request,high,,APOLOGY_ONLY,empathy_only,ESCALATE,complaint_or_human_judgment,FALSE,none,Lounge printer broken and staff unhelpful; feedback passed on.,other,False,main,True,1,4,10,6,134,22,True,"@621470 Sorry the staff aren't very helpful, Allison. Have they said if they have reported the printer? We'll get your feedback passed on. ^Sarah",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_544277,544277,2110393,622563,2017-11-08 21:06:23+05:30,@British_Airways Hi. We’re booked on BA142 at 03.20 from DEL to LHR. But our flight from GOI to DEL is delayed from 21.55 to 23.55 1/3,,flight_disruption,high,,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,none,Potential missed connection DEL-LHR after feeder delay; airport rebooking process explained.,flight_disruption,False,main,True,1,4,8,4,134,26,True,"@622563 Hi Kaya, sorry for the delay on your flight! If for any reason you miss your connecting flight, the airport will 1/2",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_547282,547282,2121438,625025,2017-10-19 10:51:05+05:30,Don't ever fly with them. They are unprofessional and lost our flights then up charged us to just get a flight back home @British_Airways,,refund_or_compensation,high,contact_or_human_escalation_request,UNRESOLVED,empathy_only,ESCALATE,compensation,FALSE,multi_intent,Flights lost then up-charged to get home; compensation-relevant complaint.,refund_or_compensation,False,main,True,1,3,6,3,137,24,True,"@625025 Hi Jimmyy, we're sorry to hear this. Please let us know if we can assist you. ^Bm",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_551416,551416,2135810,628337,2017-10-19 13:16:03+05:30,Baby it's #cold outside #todaysoffice on @british_airways flight from #Gothenburg to #London https://t.co/KDk4gnF0lF,,noise_or_off_topic_or_ack,high,,UNCLEAR,empathy_only,AUTO_HANDLE,,TRUE,none,Off-topic cold-weather post from a flight.,other,False,main,True,1,1,2,1,116,13,True,"@628337 Hi Zoe, so very nice to have you on board. London baking today with highs of 18! ^Bm",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_56521,56521,256829,177077,2017-10-04 14:43:41+05:30,Travelling long-haul with @British_Airways this month? Check out #TecchlersCello on your in-flight entertainment system! https://t.co/GNh4sqEiLo,,noise_or_off_topic_or_ack,high,,UNRESOLVED,none,AUTO_HANDLE,,TRUE,other,Influencer-style promotional post for an in-flight entertainment feature; no customer-service need.,other,False,main,True,1,3,5,2,144,15,True,"@177076 Hi Guy, thanks for sharing! We hope you'll be joining us on board again soon! ^L",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_567068,567068,2189893,641092,2017-11-10 00:40:46+05:30,@British_Airways could you please tell me how we contact your customer services while abroad without having to call?,,contact_or_human_escalation_request,high,information_or_policy,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,multi_intent,How to reach customer services abroad without calling; DM channel explained.,contact_or_complaint,True,borderline,True,1,1,2,1,116,18,True,"@641092 Just Tweet your details and your question, Kyle. We're here 24/7 and happy to help. we're following you so you can DM your personal info.",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_567093,567093,2190014,641112,2017-11-09 21:46:44+05:30,"Shocking phone conversation w @British_Airways customer relations today who basically told us to f*** off when we asked about compensation for extra costs due to 24 hr flight delay - now asked 3 diff ppl, still have no idea!",,refund_or_compensation,high,contact_or_human_escalation_request,UNRESOLVED,action_offered,ESCALATE,compensation,FALSE,multi_intent,Compensation-claim follow-up; shocking CR phone call and no clear answer; brand asks whether CR gave a reason.,refund_or_compensation,True,borderline,True,1,3,6,3,224,39,True,"@641112 We're very disappointed to hear this, Helen. Did our Customer Relations team provide a reason for this? ^Jane",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_568345,568345,2194493,642148,2017-11-16 05:39:10+05:30,"@British_Airways Oh ok, so it £7 to pick a seat. £10 to pick a seat of the exact same description, no difference and £12 to pick a seat at fire exit. Come on @British_Airways you are not Ryanair or is that who you are setting your standards against. That’s conning the passengers by pretence.","[CUSTOMER @ 2017-11-16 01:50:47+05:30] @British_Airways long busy day and looking forward to relaxing with extra leg room that I’d paid £10 for on the BA1478 840pm LHR to GLA to find it is no different from the other seats and no extra leg room. #disappointed #falseadvertising
[BRAND @ 2017-11-16 02:51:56+05:30] @642148 I'm sorry you were disappointed, David. We don't advertise seats as having extra legroom. Can you tell me where you saw this? ^Hel",seat_or_upgrade,high,contact_or_human_escalation_request,INFORMATION_PROVIDED,status_update,ESCALATE,complaint_or_human_judgment,FALSE,multi_intent,Later-position turn; long rail about seat-pricing policy and legroom expectations; brand explains policy.,seat_or_upgrade,False,main,False,3,5,11,6,292,54,True,"@642148 Hi David, I'm sorry you're unhappy with our seating policy. Passengers value being seated with the rest of their travel party, selecting a specific part of the aircraft because they're nervous flyers and for many other reasons aside from legroom. We offer prepaid seating 1/2",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_569197,569197,2197494,642818,2017-11-10 04:13:03+05:30,"@British_Airways - Is there still an issue doing online checkin? Your customer service person said there was an issue about 6 hours ago, but I am still unable to checkin. Has the problem not yet been fixed? Thanks",,website_or_app_issue,high,,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,none,Online check-in still failing despite a reported outage; airport check-in as the fallback.,website_or_app_issue,True,borderline,True,1,1,2,1,213,38,True,@642818 Online check in can be unavailable for a variety of reasons. If you're unable to use the online option you can check in at the airport. ^Hel,golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_569199,569199,2197499,642819,2017-11-10 04:04:50+05:30,@British_Airways people are quick to complain however I wanted to say how Fantastic the crew were on BA143 on Wednesday. Best crew I’ve had the pleasure of flying with.,,noise_or_off_topic_or_ack,high,,UNCLEAR,empathy_only,AUTO_HANDLE,,TRUE,none,Best crew praise.,contact_or_complaint,False,main,True,1,1,2,1,168,29,True,"@642819 Great to hear, Chris! Exactly what we aim for. If you wanted, you can thank them direct here: https://t.co/BJbi8S5HWI ^Hel",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_57162,57162,259531,177723,2017-10-06 01:38:45+05:30,Thank you @British_Airways for upgrade to first this week - so much more peaceful 😌 https://t.co/5ivOJDyV8f,,noise_or_off_topic_or_ack,high,seat_or_upgrade,UNCLEAR,empathy_only,AUTO_HANDLE,,TRUE,none,Thanks for a free upgrade to First; praise only.,seat_or_upgrade,False,main,True,1,1,2,1,107,16,True,"@177723 You're welcome, Emma. We know where to expect you with future bookings. ^SR",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_577348,577348,2225209,636245,2017-11-10 14:13:59+05:30,According to @British_Airways this is “leg room” I am 5’ 11” so not a giant! https://t.co/sC6T174KqS,,seat_or_upgrade,high,,APOLOGY_ONLY,empathy_only,ESCALATE,complaint_or_human_judgment,FALSE,none,Legroom complaint with a photo; feedback forwarded.,seat_or_upgrade,False,main,True,1,1,2,1,100,16,True,"@636245 We're sorry you're disappointed, Gary. We'll feed your comments back. ^P",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_578442,578442,2228768,221608,2017-11-10 16:23:08+05:30,"@British_Airways  wouldnt take my money for an upgrade to Denver this morning, and with over 25 seats available that was disappointing :-(",,seat_or_upgrade,high,,UNRESOLVED,action_offered,ESCALATE,other,FALSE,none,Upgrade payment declined despite seat availability; brand asked for reason.,seat_or_upgrade,False,main,True,1,1,2,1,138,22,True,"@221608 That's concerning to hear, Paul. Were you advised why an upgrade wasn't possible? ^P",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_579921,579921,2233850,651625,2017-11-10 18:40:08+05:30,@British_Airways is there a toll free numberin the US for contacting regarding my flight. 1-800 247-9297 is saying calls cannot be completed,,contact_or_human_escalation_request,high,information_or_policy,INFORMATION_PROVIDED,action_offered,AUTO_HANDLE,,FALSE,multi_intent,US toll-free number failing; brand offers the DM channel instead.,information_or_policy,False,main,True,1,1,2,1,140,22,True,"@651625 Hi Barrie, sorry you haven't been able to reach us when you called. Maybe we can help. You can DM us the details if you prefer. ^Lindy",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_584828,584828,2250652,655697,2017-11-10 20:01:25+05:30,"Hi @British_Airways how can I fill in the claim form for damaged baggage (within 7 day rule) when it is not available online, and when nobody picks up the phone?",,baggage,high,contact_or_human_escalation_request,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,other,FALSE,multi_intent,Damaged-bag claim form unavailable online and nobody answers the phone; DM offered.,baggage,True,borderline,True,1,1,3,2,161,30,True,"@655697 Hi Katy, sorry your bag's damaged, and for the problems contacting us about it. If you DM your details, we can look into it for you. 1/2",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_587371,587371,2259020,657832,2017-11-11 02:10:16+05:30,@British_Airways I have these fruits I want to take on my flight to the UK and then Germany from US. Would they be allowed on the flights? https://t.co/KqhlYatFCW,,baggage,medium,information_or_policy,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,multi_intent,Fruit to be carried UK<->Germany; not allowed within the EU; borderline baggage/information.,information_or_policy,False,main,True,1,2,4,2,162,28,True,"@657832 Hi, we're sorry fruits aren't allowed on flights within the EU. We apologise for any disappointment. ^Natalie",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_62081,62081,280768,182891,2017-10-06 15:56:11+05:30,@British_Airways flight from Aberdeen tonight already showing late...again,,flight_disruption,high,,INFORMATION_PROVIDED,status_update,AUTO_HANDLE,,FALSE,none,Tonight's flight showing late; knock-on effect from a weather cancellation explained.,other,False,main,True,1,4,7,3,74,8,True,"@182891 Hi Rick, we had a cancellation yesterday due to adverse weather conditions. This has caused a small knock-on effect. ^Chris",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_62154,62154,281053,182969,2017-10-06 06:09:54+05:30,@British_Airways is there a link pls for long haul econ menus? LHR-NYC OCT flying with children may need to order Child menu instead. Thx,,information_or_policy,high,,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,none,Long-haul economy menus are not published in advance.,information_or_policy,False,main,True,1,4,9,5,137,24,True,"@182969 Hi Nicola, I'm afraid we don't publish our menus in advance for our World Traveller cabin. ^Gareth",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_623315,623315,2383037,686978,2017-11-14 21:08:13+05:30,"@British_Airways SAN to either RIC or any WAS airport, 12/20 - 12/30 flexible +/- a day or so on either side (but no flying on 12/31)","[CUSTOMER @ 2017-11-14 06:11:08+05:30] @British_Airways is it possible to use avios pts to fly @AmericanAir ? seems like it isn’t based on availability, but websites say otherwise...
[BRAND @ 2017-11-14 12:10:17+05:30] @686978 Hi Ashley, yes, you can book AA flights with Avios. Which route and date are you looking to travel? We can check the availability. ^Chris",booking_change_or_cancellation,high,,INFORMATION_PROVIDED,link_or_reference,AUTO_HANDLE,,FALSE,none,Later-position turn; provides dates for an Avios/AA booking search; brand directs to online check or Sales team.,booking_change_or_cancellation,False,main,False,3,3,6,3,133,26,True,"@686978 Hi Ashley. Since the availability is live, you'd be best off checking online, or contacting a member of our sales team. The details for contacting them can be found here https://t.co/eZHtMInQRK ^Paul",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_627007,627007,2396960,689890,2017-11-14 16:02:44+05:30,"@British_Airways terrible customer service - waited two months for a response, complaint clearly not properly read - and now told to claim through insurance for something that was entirely their fault. Useless.",,contact_or_human_escalation_request,high,,UNRESOLVED,action_offered,ESCALATE,complaint_or_human_judgment,FALSE,none,"Two-month wait, complaint not read, told to go via insurance; brand asked to reply via the blue link.",contact_or_complaint,False,main,True,1,2,4,2,210,32,True,"@689890 We're sorry to hear you're unhappy, Ben. Have you replied to the response you received using the blue link? ^Beth",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_630270,630270,2408326,692521,2017-11-14 18:05:49+05:30,"@British_Airways Really upset with my treatment in regards to either looking for a name transfer/cancellation. Unfortunately I have bought tickets which have cost me a lot of money to allow my boyfriend to visit me, however he has since broken up with me leaving me out of pocket.",,booking_change_or_cancellation,high,,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,multi_intent,Name transfers not allowed; cancellation subject to fare rules; policy given.,booking_change_or_cancellation,True,borderline,True,1,3,5,2,280,48,True,@692521 Hi Salami. We're sorry to hear this however we don't allow name transfers on flight bookings. We're sorry you're unhappy with our policy. Any cancellation would be subject to fare rules. We can check for you however it sounds like you've been given the right information.  ^Beth,golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_634124,634124,2422146,695702,2017-11-14 23:33:05+05:30,@British_Airways how is it ok to try and charge me over £300 when I tell you I now only want the 2nd flight of a return to Barcelona?!,,booking_change_or_cancellation,high,refund_or_compensation,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,multi_intent,Wants to keep only the second leg of a return; brand explains change/service fee structure.,refund_or_compensation,False,main,True,1,1,2,1,134,28,True,"@695702 Are you changing you booking from a return to a one way, James? If so then unfortunately we would charge you any change fee and service fee and any increase in fare and tax. ^Beth",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_644309,644309,2457719,433236,2017-11-15 10:20:54+05:30,@British_Airways BA0032 HKG to LHR - spot on service in WTP great food and friendly crew. Landed early as well. Good effort!,,noise_or_off_topic_or_ack,high,,UNCLEAR,empathy_only,AUTO_HANDLE,,TRUE,none,Great-service praise for BA0032.,noise_or_off_topic,False,main,True,1,2,4,2,124,22,True,@433236 That's great to hear and we appreciate you taking the time to let us know. ^SR,golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_649015,649015,2475146,707597,2017-11-17 18:43:25+05:30,@British_Airways can’t log in for flight 0048 any ideas welcome,,website_or_app_issue,high,,UNRESOLVED,action_offered,AUTO_HANDLE,,FALSE,none,Cannot log in for flight 0048; brand asks for the error message.,account_or_security,False,main,True,1,5,8,3,63,10,True,@707597 Hi Christopher. Are you getting any particular error message? ^Natalie,golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_657039,657039,2503124,440369,2017-11-16 04:28:15+05:30,"@British_Airways Thank you. BTW, you looked after me really well on BA108 on 14 Nov. Credit where due, and it is, and many thanks to a great cabin team.","[CUSTOMER @ 2017-11-15 23:58:20+05:30] Oh dear @British_Airways, agent Sandra at J7 in T5 needs a refresher course. Sent me to B32 for 18.45 Belfast but omitted to tell me that passengers would be bussed from A10 😱. Needless walk back  via tunnel from B terminal. Not good customer service👎👎
[BRAND @ 2017-11-16 01:47:46+05:30] @440369 We're really sorry Sandra gave incorrect information, Simon. What a long walk. We've passed on your feedback to her line manager who'll address the issue. Please accept our sincere apologies. Thanks for letting us know. ^Julie",noise_or_off_topic_or_ack,high,,UNCLEAR,empathy_only,AUTO_HANDLE,,TRUE,none,Later-position turn; after a prior complaint the customer now thanks the crew on BA108.,refund_or_compensation,False,main,False,3,2,4,2,152,29,True,"@440369 We're really pleased to hear those positive comments, Simon. Our cabin crew are a great asset and we're over the moon to learn they looked after you well. ^Julie",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_660366,660366,2514521,690436,2017-10-30 00:18:24+05:30,@British_Airways do you charge credit card fees,,information_or_policy,high,,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,none,Credit-card fee question; answered (1% of booking cost).,refund_or_compensation,False,main,True,1,1,2,1,47,7,True,"@690436 We do charge a credit card fee, yes. It is 1% of the booking cost. We hope that helps. ^Amy",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_661009,661009,2516748,716935,2017-11-16 13:25:11+05:30,"@British_Airways everyone was aware including the pilot, who wanted to move us but there was no room. £20 for a ruined holiday isn’t great","[CUSTOMER @ 2017-11-16 05:09:28+05:30] @British_Airways after a flight from Heathrow to Vegas listening a noise for the whole journey 1 of my friends has bn given £20 voucher https://t.co/LqQqwiiUI5
[BRAND @ 2017-11-16 05:22:46+05:30] @716935 We're sorry to hear this, Shona. Was the issue reported to our crew on board? ^Rach",refund_or_compensation,high,,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,compensation,FALSE,none,Later-position turn; GBP20 voucher deemed inadequate for a ruined holiday; CR team to contact via case reference.,noise_or_off_topic,False,main,False,3,6,9,3,138,24,True,"@716935 We're sorry Shona. If you have a case reference, then someone from our Customer Relations team will contact you shortly. ^Raj",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_66334,66334,298606,187155,2017-10-06 22:45:29+05:30,@British_Airways not bad almost on time.,,noise_or_off_topic_or_ack,high,,UNCLEAR,empathy_only,AUTO_HANDLE,,TRUE,none,Faint praise about punctuality; light banter.,other,False,main,True,1,2,4,2,40,6,True,"@187155 We're glad to hear it, Phil. We hope we can see you back on board again soon. ^JR",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
