example_id,customer_message,current_intent,proposed_intent,intent_review_status,current_escalation,proposed_escalation,escalation_review_status,current_escalation_reason,proposed_escalation_reason,ambiguity_flag,review_priority,review_reason,human_final_intent,human_final_escalation,human_final_reason,human_notes
BA_408652,@British_Airways I’m on the 9:05 shuttle MAN-LHR. Connection to IAD at 11:25. Will I make it?,flight_disruption,flight_disruption,KEEP_PROPOSED,ESCALATE,ESCALATE,KEEP_PROPOSED,account_specific,account_specific,none,LOW,clear high-confidence example,,,,
BA_409640,Arrived in Lyon to celebrate my birthdays. Bags didn’t make it 😢@British_Airways,baggage,baggage,KEEP_PROPOSED,ESCALATE,ESCALATE,KEEP_PROPOSED,other,other,none,LOW,clear high-confidence example,,,,
BA_410230,@British_Airways can you please DM me about missing flight credits please. Thanks,refund_or_compensation,refund_or_compensation,KEEP_PROPOSED,ESCALATE,ESCALATE,KEEP_PROPOSED,payment_or_refund,payment_or_refund,none,LOW,clear high-confidence example,,,,
BA_440828,@British_Airways I've just been charged by TOURVEST-BA on a day I didn't fly with BA. Didn't buy anything the entire month. Explain please.,refund_or_compensation,refund_or_compensation,KEEP_PROPOSED,ESCALATE,ESCALATE,KEEP_PROPOSED,payment_or_refund,payment_or_refund,none,LOW,clear high-confidence example,,,,
BA_451515,"@British_Airways trying to check in for early flight tom, saying locked try again in 24 hrs can you help ?",website_or_app_issue,website_or_app_issue,KEEP_PROPOSED,AUTO_HANDLE,AUTO_HANDLE,KEEP_PROPOSED,,,none,LOW,clear high-confidence example,,,,
BA_465615,@British_Airways How is it technicaly possible that I only see 3 of 4 legs (1 ticket) in my account? There are 4 in the pnr.,website_or_app_issue,website_or_app_issue,KEEP_PROPOSED,ESCALATE,ESCALATE,KEEP_PROPOSED,account_specific,account_specific,none,LOW,clear high-confidence example,,,,
BA_470151,"@British_Airways I'm returning on this flight and need a gluten free meal, please (was ordered on outward flight - but wasn't available) https://t.co/HV17IxA1Ms",information_or_policy,information_or_policy,KEEP_PROPOSED,AUTO_HANDLE,AUTO_HANDLE,KEEP_PROPOSED,,,none,LOW,clear high-confidence example,,,,
BA_475430,@British_Airways I was charged twice for the same flight. Can someone help?,refund_or_compensation,refund_or_compensation,KEEP_PROPOSED,ESCALATE,ESCALATE,KEEP_PROPOSED,payment_or_refund,payment_or_refund,none,LOW,clear high-confidence example,,,,
BA_481598,"How now, @British_Airways ? How do I specify a kosher meal for my Jnb-Cpt flight BA6425 tomorrow?",information_or_policy,information_or_policy,KEEP_PROPOSED,AUTO_HANDLE,AUTO_HANDLE,KEEP_PROPOSED,,,none,LOW,clear high-confidence example,,,,
BA_492183,"@British_Airways my son travels from Miami to Ams, with a transfer in LHR Will his bagage be transferred automatically to terminal 5?",baggage,baggage,KEEP_PROPOSED,AUTO_HANDLE,AUTO_HANDLE,KEEP_PROPOSED,,,none,LOW,clear high-confidence example,,,,
BA_496691,@British_Airways flight number ba0471 bcn/lhr delayed over 3 hours with no food onboard #jokeairline,flight_disruption,flight_disruption,KEEP_PROPOSED,AUTO_HANDLE,AUTO_HANDLE,KEEP_PROPOSED,,,none,LOW,clear high-confidence example,,,,
BA_521268,@British_Airways Your site is full of problems. Seriously! 😑,website_or_app_issue,website_or_app_issue,KEEP_PROPOSED,AUTO_HANDLE,AUTO_HANDLE,KEEP_PROPOSED,,,none,LOW,clear high-confidence example,,,,
BA_534669,"@British_Airways I was considering subscribing to the executive club but need to ask a question before I do. How long are the miles valid for, and if I get the credit card making regular monthly purchases do they become unexpirable?",information_or_policy,information_or_policy,KEEP_PROPOSED,AUTO_HANDLE,AUTO_HANDLE,KEEP_PROPOSED,,,none,LOW,clear high-confidence example,,,,
BA_544277,@British_Airways Hi. We’re booked on BA142 at 03.20 from DEL to LHR. But our flight from GOI to DEL is delayed from 21.55 to 23.55 1/3,flight_disruption,flight_disruption,KEEP_PROPOSED,AUTO_HANDLE,AUTO_HANDLE,KEEP_PROPOSED,,,none,LOW,clear high-confidence example,,,,
BA_569197,"@British_Airways - Is there still an issue doing online checkin? Your customer service person said there was an issue about 6 hours ago, but I am still unable to checkin. Has the problem not yet been fixed? Thanks",website_or_app_issue,website_or_app_issue,KEEP_PROPOSED,AUTO_HANDLE,AUTO_HANDLE,KEEP_PROPOSED,,,none,LOW,clear high-confidence example,,,,
BA_62081,@British_Airways flight from Aberdeen tonight already showing late...again,flight_disruption,flight_disruption,KEEP_PROPOSED,AUTO_HANDLE,AUTO_HANDLE,KEEP_PROPOSED,,,none,LOW,clear high-confidence example,,,,
BA_62154,@British_Airways is there a link pls for long haul econ menus? LHR-NYC OCT flying with children may need to order Child menu instead. Thx,information_or_policy,information_or_policy,KEEP_PROPOSED,AUTO_HANDLE,AUTO_HANDLE,KEEP_PROPOSED,,,none,LOW,clear high-confidence example,,,,
BA_649015,@British_Airways can’t log in for flight 0048 any ideas welcome,website_or_app_issue,website_or_app_issue,KEEP_PROPOSED,AUTO_HANDLE,AUTO_HANDLE,KEEP_PROPOSED,,,none,LOW,clear high-confidence example,,,,
BA_660366,@British_Airways do you charge credit card fees,information_or_policy,information_or_policy,KEEP_PROPOSED,AUTO_HANDLE,AUTO_HANDLE,KEEP_PROPOSED,,,none,LOW,clear high-confidence example,,,,
BA_671128,@British_Airways is your flight award search tool down? I haven’t been able to check for +24 hours,website_or_app_issue,website_or_app_issue,KEEP_PROPOSED,AUTO_HANDLE,AUTO_HANDLE,KEEP_PROPOSED,,,none,LOW,clear high-confidence example,,,,
BA_674305,"@british_airways, on the 15th, JAL upgraded their systems to Amadeus. Now there is no reward availability in yours. Is this being looked into?",website_or_app_issue,website_or_app_issue,KEEP_PROPOSED,AUTO_HANDLE,AUTO_HANDLE,KEEP_PROPOSED,,,none,LOW,clear high-confidence example,,,,
BA_693947,@British_Airways Any reason why I can't add my booking to my BA app? I can see it online but get 'unable to add booking' from BA app (iOS). Thanks,website_or_app_issue,website_or_app_issue,KEEP_PROPOSED,AUTO_HANDLE,AUTO_HANDLE,KEEP_PROPOSED,,,none,LOW,clear high-confidence example,,,,
BA_712102,"@British_Airways your flight booking is not working. I am stuck on Step 3: Passengers. Pressing the ""Continue &gt;"" button does nothing!",website_or_app_issue,website_or_app_issue,KEEP_PROPOSED,AUTO_HANDLE,AUTO_HANDLE,KEEP_PROPOSED,,,none,LOW,clear high-confidence example,,,,
BA_716033,@British_Airways Your site for booking flight and hotel has been giving an error for a week?,website_or_app_issue,website_or_app_issue,KEEP_PROPOSED,AUTO_HANDLE,AUTO_HANDLE,KEEP_PROPOSED,,,none,LOW,clear high-confidence example,,,,
BA_716299,"Hey @British_Airways please fire the genius who did your Android UI - can't type credit card CVV number, '0' is underneath 'Agree and Continue' button #GeniusCoder",website_or_app_issue,website_or_app_issue,KEEP_PROPOSED,AUTO_HANDLE,AUTO_HANDLE,KEEP_PROPOSED,,,none,LOW,clear high-confidence example,,,,
BA_719529,after 2.5 yrs-a combined 27 hrs on hold- 42 emails and not getting my refund resolved has taught me the virtue of patience @British_Airways . I'm sure #KLM and #Lufthansa can't do such things. #thinkingoutsidethebox BA! P.S- I will be sending you an invoice for that 27 hours https://t.co/P2INLS7AT7,refund_or_compensation,refund_or_compensation,KEEP_PROPOSED,ESCALATE,ESCALATE,KEEP_PROPOSED,payment_or_refund,payment_or_refund,none,LOW,clear high-confidence example,,,,
BA_729803,@British_Airways will you be flying to FNA again anytime soon??? 🙏,information_or_policy,information_or_policy,KEEP_PROPOSED,AUTO_HANDLE,AUTO_HANDLE,KEEP_PROPOSED,,,none,LOW,clear high-confidence example,,,,
BA_73767,My family have booked flights with @British_Airways and car hire with @144994 in May 2018 as a package. Can they just cancel the car booking?,booking_change_or_cancellation,booking_change_or_cancellation,KEEP_PROPOSED,ESCALATE,ESCALATE,KEEP_PROPOSED,account_specific,account_specific,none,LOW,clear high-confidence example,,,,
BA_760780,@British_Airways Hi at San Fran international airport and there's no-one here? Any idea what is happening? Thank you in advance,information_or_policy,information_or_policy,KEEP_PROPOSED,AUTO_HANDLE,AUTO_HANDLE,KEEP_PROPOSED,,,none,LOW,clear high-confidence example,,,,
BA_765259,"@British_Airways I am wanting to cancel my booking today with booking reference as follow :

Booking reference 31863504

Please help",booking_change_or_cancellation,booking_change_or_cancellation,KEEP_PROPOSED,AUTO_HANDLE,AUTO_HANDLE,KEEP_PROPOSED,,,none,LOW,clear high-confidence example,,,,
BA_772744,@British_Airways having a problem with your website.  Page not found is coming up when I click Manage My Booking. Is it down?,website_or_app_issue,website_or_app_issue,KEEP_PROPOSED,AUTO_HANDLE,AUTO_HANDLE,KEEP_PROPOSED,,,none,LOW,clear high-confidence example,,,,
BA_781052,"@British_Airways, I am trying to fill out the form for my 7 hour flight compensation from Rio/London flight BA0248 ref WGWRBG 17th Nov.",refund_or_compensation,refund_or_compensation,KEEP_PROPOSED,ESCALATE,ESCALATE,KEEP_PROPOSED,compensation,compensation,none,LOW,clear high-confidence example,,,,
BA_78616,"@British_Airways Hi there, trying to claim missing Avios on Car Rental made on https://t.co/ZHQNpxH7Zg (1/2)",refund_or_compensation,refund_or_compensation,KEEP_PROPOSED,ESCALATE,ESCALATE,KEEP_PROPOSED,compensation,compensation,none,LOW,clear high-confidence example,,,,
BA_797609,"Hi @British_Airways, what time would you recommend arriving at EDI for a 7:30 flight to LHR on Saturday?",information_or_policy,information_or_policy,KEEP_PROPOSED,AUTO_HANDLE,AUTO_HANDLE,KEEP_PROPOSED,,,none,LOW,clear high-confidence example,,,,
BA_83067,Hey @British_Airways I left my Philips wireless headphones on the 6:05pm Arlanda-LHR seat 36 B.what are chances of locating them for return?,baggage,baggage,KEEP_PROPOSED,ESCALATE,ESCALATE,KEEP_PROPOSED,other,other,none,LOW,clear high-confidence example,,,,
BA_95508,Why is that only half of your website has been updated to the new design @British_Airways? Surely you would launch a full update.,website_or_app_issue,website_or_app_issue,KEEP_PROPOSED,AUTO_HANDLE,AUTO_HANDLE,KEEP_PROPOSED,,,none,LOW,clear high-confidence example,,,,
BA_97522,@British_Airways Hey I’m having trouble at the moment logging into ‘manage my booking’ at the moment. Any ideas? 1/2,website_or_app_issue,website_or_app_issue,KEEP_PROPOSED,ESCALATE,ESCALATE,KEEP_PROPOSED,account_specific,account_specific,none,LOW,clear high-confidence example,,,,
