example_id,conv_id,target_tweet_id,target_author_id,target_created_ts,customer_message,message_chars,message_words,is_first_inbound,target_position,n_inbound_total,conv_tweets_total,n_brand_tweets_total,prior_context,reference_brand_reply,has_brand_reply_after,bucket_primary,bucket_hits,is_conflict,sample_slice,intent,intent_confidence,secondary_intent,resolution_observable,resolution_type,escalation_label,escalation_reason,noise_flag,ambiguity_flag,annotator_notes
BA_584828,584828,2250652,655697,2017-11-10 20:01:25+05:30,"Hi @British_Airways how can I fill in the claim form for damaged baggage (within 7 day rule) when it is not available online, and when nobody picks up the phone?",161,30,True,1,1,3,2,,"@655697 Hi Katy, sorry your bag's damaged, and for the problems contacting us about it. If you DM your details, we can look into it for you. 1/2",True,baggage,baggage|website_or_app_issue|contact_or_complaint|information_or_policy,True,borderline,,,,,,,,,,
BA_587371,587371,2259020,657832,2017-11-11 02:10:16+05:30,@British_Airways I have these fruits I want to take on my flight to the UK and then Germany from US. Would they be allowed on the flights? https://t.co/KqhlYatFCW,162,28,True,1,2,4,2,,"@657832 Hi, we're sorry fruits aren't allowed on flights within the EU. We apologise for any disappointment. ^Natalie",True,information_or_policy,information_or_policy,False,main,,,,,,,,,,
BA_623315,623315,2383037,686978,2017-11-14 21:08:13+05:30,"@British_Airways SAN to either RIC or any WAS airport, 12/20 - 12/30 flexible +/- a day or so on either side (but no flying on 12/31)",133,26,False,3,3,6,3,"[CUSTOMER @ 2017-11-14 06:11:08+05:30] @British_Airways is it possible to use avios pts to fly @AmericanAir ? seems like it isn’t based on availability, but websites say otherwise...
[BRAND @ 2017-11-14 12:10:17+05:30] @686978 Hi Ashley, yes, you can book AA flights with Avios. Which route and date are you looking to travel? We can check the availability. ^Chris","@686978 Hi Ashley. Since the availability is live, you'd be best off checking online, or contacting a member of our sales team. The details for contacting them can be found here https://t.co/eZHtMInQRK ^Paul",True,booking_change_or_cancellation,booking_change_or_cancellation,False,main,,,,,,,,,,
BA_627007,627007,2396960,689890,2017-11-14 16:02:44+05:30,"@British_Airways terrible customer service - waited two months for a response, complaint clearly not properly read - and now told to claim through insurance for something that was entirely their fault. Useless.",210,32,True,1,2,4,2,,"@689890 We're sorry to hear you're unhappy, Ben. Have you replied to the response you received using the blue link? ^Beth",True,contact_or_complaint,contact_or_complaint,False,main,,,,,,,,,,
BA_630270,630270,2408326,692521,2017-11-14 18:05:49+05:30,"@British_Airways Really upset with my treatment in regards to either looking for a name transfer/cancellation. Unfortunately I have bought tickets which have cost me a lot of money to allow my boyfriend to visit me, however he has since broken up with me leaving me out of pocket.",280,48,True,1,3,5,2,,@692521 Hi Salami. We're sorry to hear this however we don't allow name transfers on flight bookings. We're sorry you're unhappy with our policy. Any cancellation would be subject to fare rules. We can check for you however it sounds like you've been given the right information.  ^Beth,True,booking_change_or_cancellation,booking_change_or_cancellation|information_or_policy,True,borderline,,,,,,,,,,
BA_634124,634124,2422146,695702,2017-11-14 23:33:05+05:30,@British_Airways how is it ok to try and charge me over £300 when I tell you I now only want the 2nd flight of a return to Barcelona?!,134,28,True,1,1,2,1,,"@695702 Are you changing you booking from a return to a one way, James? If so then unfortunately we would charge you any change fee and service fee and any increase in fare and tax. ^Beth",True,refund_or_compensation,refund_or_compensation,False,main,,,,,,,,,,
BA_644309,644309,2457719,433236,2017-11-15 10:20:54+05:30,@British_Airways BA0032 HKG to LHR - spot on service in WTP great food and friendly crew. Landed early as well. Good effort!,124,22,True,1,2,4,2,,@433236 That's great to hear and we appreciate you taking the time to let us know. ^SR,True,noise_or_off_topic,noise_or_off_topic,False,main,,,,,,,,,,
BA_649015,649015,2475146,707597,2017-11-17 18:43:25+05:30,@British_Airways can’t log in for flight 0048 any ideas welcome,63,10,True,1,5,8,3,,@707597 Hi Christopher. Are you getting any particular error message? ^Natalie,True,account_or_security,account_or_security,False,main,,,,,,,,,,
BA_657039,657039,2503124,440369,2017-11-16 04:28:15+05:30,"@British_Airways Thank you. BTW, you looked after me really well on BA108 on 14 Nov. Credit where due, and it is, and many thanks to a great cabin team.",152,29,False,3,2,4,2,"[CUSTOMER @ 2017-11-15 23:58:20+05:30] Oh dear @British_Airways, agent Sandra at J7 in T5 needs a refresher course. Sent me to B32 for 18.45 Belfast but omitted to tell me that passengers would be bussed from A10 😱. Needless walk back  via tunnel from B terminal. Not good customer service👎👎
[BRAND @ 2017-11-16 01:47:46+05:30] @440369 We're really sorry Sandra gave incorrect information, Simon. What a long walk. We've passed on your feedback to her line manager who'll address the issue. Please accept our sincere apologies. Thanks for letting us know. ^Julie","@440369 We're really pleased to hear those positive comments, Simon. Our cabin crew are a great asset and we're over the moon to learn they looked after you well. ^Julie",True,refund_or_compensation,refund_or_compensation|noise_or_off_topic,False,main,,,,,,,,,,
BA_660366,660366,2514521,690436,2017-10-30 00:18:24+05:30,@British_Airways do you charge credit card fees,47,7,True,1,1,2,1,,"@690436 We do charge a credit card fee, yes. It is 1% of the booking cost. We hope that helps. ^Amy",True,refund_or_compensation,refund_or_compensation,False,main,,,,,,,,,,
BA_661009,661009,2516748,716935,2017-11-16 13:25:11+05:30,"@British_Airways everyone was aware including the pilot, who wanted to move us but there was no room. £20 for a ruined holiday isn’t great",138,24,False,3,6,9,3,"[CUSTOMER @ 2017-11-16 05:09:28+05:30] @British_Airways after a flight from Heathrow to Vegas listening a noise for the whole journey 1 of my friends has bn given £20 voucher https://t.co/LqQqwiiUI5
[BRAND @ 2017-11-16 05:22:46+05:30] @716935 We're sorry to hear this, Shona. Was the issue reported to our crew on board? ^Rach","@716935 We're sorry Shona. If you have a case reference, then someone from our Customer Relations team will contact you shortly. ^Raj",True,noise_or_off_topic,noise_or_off_topic,False,main,,,,,,,,,,
BA_665195,665195,2530811,720391,2017-10-30 02:00:37+05:30,"@British_Airways hi, im flying with you tomorrow to america can take portable power packs and charge cables for devices with me (vita+phone)",140,22,True,1,1,3,2,,@720391 Hi Jesiah. Please take a look at this link under banned and restricted items : https://t.co/6jdkLEf69T . This should have the 1/2,True,refund_or_compensation,refund_or_compensation|contact_or_complaint,True,borderline,,,,,,,,,,
BA_666022,666022,2533702,720992,2017-10-30 05:27:48+05:30,"First time ever flying Business Class, and my head is spinning. @British_Airways is not messing around with this lounge. Damn.",126,20,True,1,1,2,1,,"@720992 Hi Tom, thanks for sharing your experience! We're happy to hear you enjoyed your time in the lounge. ^L",True,other,other,False,main,,,,,,,,,,
BA_671128,671128,2552121,724967,2017-11-16 18:18:16+05:30,@British_Airways is your flight award search tool down? I haven’t been able to check for +24 hours,98,17,True,1,5,9,4,,"@724967 Not that we’re aware of, Rob. Have you tried using different browsers and devices? ^Monica",True,other,other,False,main,,,,,,,,,,
BA_671532,671532,2553680,713913,2017-11-16 20:28:48+05:30,"@99027 @British_Airways Agreed. Depends how busy immigration for transfers is (obvs). The dedicated check-in/security/straight to the lounge process, though, is really quite brilliant. Also avoids the hustle &amp; bustle of the departures shopping area - bonus!",261,36,True,1,1,2,1,,"@713913 Hi Andy, I'm glad the process through security was a smooth one. ^Tom",True,account_or_security,account_or_security|noise_or_off_topic,False,main,,,,,,,,,,
BA_674305,674305,2563760,727484,2017-11-16 22:20:09+05:30,"@british_airways, on the 15th, JAL upgraded their systems to Amadeus. Now there is no reward availability in yours. Is this being looked into?",142,23,True,1,3,5,2,,@727484 Hi Ted. Japan Airlines allocate reward availability and you should be able to see this. We're having a few errors reported. We've contacted our faults team and hope this can be resolved shortly. Please let us know if you continue to have problems or wish for assistance.  ^Oliver,True,seat_or_upgrade,seat_or_upgrade,False,main,,,,,,,,,,
BA_675895,675895,2569326,728723,2017-10-30 19:13:59+05:30,@British_Airways I’ve noticed that TPs and Avios are wrong for future booking - do I let you know b4 flights or after ?,119,23,True,1,1,3,2,,"@728723 Hi Andrew, please click on the following link to contact our Executive Club, they'll 1/2",True,refund_or_compensation,refund_or_compensation,False,main,,,,,,,,,,
BA_688279,688279,2612135,317965,2017-11-17 16:54:19+05:30,Was so lovely to meet James Nesbitt last night celebrating @British_Airways raising #17million for #BAflyingstart #britishmuseum #changinglives https://t.co/fr3tP6lQJV,167,18,True,1,1,2,1,,"@317965 Thanks for sharing that really cool pic, Laura. It looks like you had a great night. ^Cody",True,other,other,False,main,,,,,,,,,,
BA_688502,688502,2613011,738745,2017-11-17 17:05:54+05:30,@British_Airways is anyone looking into the problem with your website that people are commenting on - it's been going on for two days now. unable to access your account when logged on,183,32,True,1,1,2,1,,"@738745 Hi Kai, we're aware that we're having intermittent online problems. We're working to have this resolved as quickly as possible. ^Charlotte",True,account_or_security,account_or_security|website_or_app_issue,True,borderline,,,,,,,,,,
BA_689051,689051,2614997,739200,2017-11-17 17:48:42+05:30,im about to cancel @British_Airways all together,48,7,True,1,1,2,1,,"@739200 We're sorry to hear you feel this way, Killa. Could you DM us with some more info about why you feel like this? ^Cody",True,booking_change_or_cancellation,booking_change_or_cancellation,False,main,,,,,,,,,,
BA_693943,693943,2631119,742965,2017-11-17 21:52:18+05:30,"@British_Airways Hiya, I booked a flight two weeks ago and my holiday has now been cancelled - when I go online it says I am only entitled to a £30 refund when I paid £117 for the flight, I understand there is a £15 charge but why am i only getting £30 not £102",261,54,True,1,1,2,1,,"@742965 We're sorry to hear this, Cara. Would you mind sending us a DM including your full name, booking ref and email address please? We’re happy to look into this for you. ^Amy",True,refund_or_compensation,refund_or_compensation|website_or_app_issue|flight_disruption|booking_change_or_cancellation,True,borderline,,,,,,,,,,
BA_693947,693947,2631132,742969,2017-11-17 21:27:23+05:30,@British_Airways Any reason why I can't add my booking to my BA app? I can see it online but get 'unable to add booking' from BA app (iOS). Thanks,146,29,True,1,2,3,1,,@742969 Hi Andy. Try going into your settings on the app and you'll need to enable the calendar. That might work for you. ^Natalie,True,website_or_app_issue,website_or_app_issue|noise_or_off_topic,False,main,,,,,,,,,,
BA_705493,705493,2670675,734856,2017-11-19 15:47:07+05:30,"@British_Airways I have a transaction on my credit card for £48.74 saying ""ba Moto"" next to another transaction for the cost of my flights. What is this? Why am I being charged another 48.74??",192,34,True,1,2,3,1,,"@734856 We’re concerned to hear this, we’ll look into this for you. Can you please DM us your full name, email address and booking reference? ^Kieran",True,refund_or_compensation,refund_or_compensation|information_or_policy,True,borderline,,,,,,,,,,
BA_705984,705984,2672399,752434,2017-10-31 13:17:10+05:30,"If flying BA0545 Bologna to Heathrow today 18:35 on your birthday,it means you get a free upgrade to Club Europe right @British_Airways?😉🎁✈️",140,22,True,1,1,2,1,,"@752434 Nice try, David! You could always ask at the airport, you never know. I hope you get you get a nice birthday surprise.  ^Davina",True,seat_or_upgrade,seat_or_upgrade|noise_or_off_topic,False,main,,,,,,,,,,
BA_707914,707914,2679061,753850,2017-11-19 18:40:06+05:30,"Hey @British_Airways my reserved &amp; confirmed seat on NAS-LHR is 4A (I have a screenshot from the website). When I go to checkin it get switched to 15J. Also happened to me on LHR-NAS. I expressly chose 4A for this flight. I'm not happy.
Can you help please ?",262,49,True,1,1,2,1,,"@753850 Hi there, we’re sorry to hear this. Unfortunately, seating is not always guaranteed and can be changed for operational reasons. ^Kieran",True,seat_or_upgrade,seat_or_upgrade|website_or_app_issue,True,borderline,,,,,,,,,,
BA_712102,712102,2693729,757109,2017-11-19 22:03:55+05:30,"@British_Airways your flight booking is not working. I am stuck on Step 3: Passengers. Pressing the ""Continue &gt;"" button does nothing!",136,21,True,1,2,3,1,,"@757109 Hi there, sorry to see you're having issues. Please send a screen shot of where you're getting stuck. Also let us know what internet you're using. ^Jamie",True,flight_disruption,flight_disruption,False,main,,,,,,,,,,
BA_716033,716033,2707478,760332,2017-11-20 03:14:04+05:30,@British_Airways Your site for booking flight and hotel has been giving an error for a week?,92,16,True,1,1,2,1,,"@760332 Hi John, the errors have been reported to our IT team to look into. I'm really sorry about that. I'd recommend contacting our Sales team over the telephone. ^Kimbers",True,website_or_app_issue,website_or_app_issue,False,main,,,,,,,,,,
BA_716299,716299,2708328,352783,2017-11-20 02:49:15+05:30,"Hey @British_Airways please fire the genius who did your Android UI - can't type credit card CVV number, '0' is underneath 'Agree and Continue' button #GeniusCoder",163,26,True,1,3,6,3,,"@352783 Whoops! If you let me know which mobile device and operating system you're using, I'll be happy to feed this back for you. ^Beth S.",True,refund_or_compensation,refund_or_compensation,False,main,,,,,,,,,,
BA_719529,719529,2719333,763139,2017-11-20 12:58:39+05:30,after 2.5 yrs-a combined 27 hrs on hold- 42 emails and not getting my refund resolved has taught me the virtue of patience @British_Airways . I'm sure #KLM and #Lufthansa can't do such things. #thinkingoutsidethebox BA! P.S- I will be sending you an invoice for that 27 hours https://t.co/P2INLS7AT7,299,49,True,1,6,9,3,,"@763139 Hi Jason, we're sorry ot hear htis is taking you so long. Can we help? If you want us to have a look, DM us your booking or case reference, email addres and phone number. ^Ashleigh",True,refund_or_compensation,refund_or_compensation,False,main,,,,,,,,,,
BA_725131,725131,2739111,255662,2017-11-20 19:07:51+05:30,@British_Airways - having complained about your decline in standards -I have to say how good the food was in business to NY yesterday 👍👍,136,24,True,1,1,2,1,,"@255662 Great to hear you were impressed, Seve! We hope to see you again soon! ^Danielle",True,contact_or_complaint,contact_or_complaint|noise_or_off_topic,False,main,,,,,,,,,,
BA_729803,729803,2754538,771007,2017-11-20 20:41:09+05:30,@British_Airways will you be flying to FNA again anytime soon??? 🙏,66,11,True,1,1,2,1,,"@771007 We have no updates on this location, Fatima. We'd suggest you keep checking https://t.co/2Ty8CEO0Dq where announcements are made first. ^Hel",True,other,other,False,main,,,,,,,,,,
BA_729813,729813,2754563,771012,2017-11-21 02:42:19+05:30,@British_Airways Didn’t get a number. I’ve tried resetting my password and I’m not getting any emails,101,16,False,3,2,4,2,"[CUSTOMER @ 2017-11-18 14:33:52+05:30] @British_Airways I never received a user name for my BA Executive club account. Not able to log in. Where can this be retrieved ?
[BRAND @ 2017-11-18 16:03:42+05:30] @771012 Hi Abdur, have you tried using your Executive Club number for your user name? This should work for you. ^Danielle.","@771012 We've asked our colleagues at Executive Club to  help you with this, Abdur. ^Hel",True,account_or_security,account_or_security,False,main,,,,,,,,,,
BA_733794,733794,2768135,655680,2017-11-21 16:16:23+05:30,"Sad times. As the @British_Airways Lounge is being refurbished at ABZ, we have to use the Northern Lights lounge instead. No free-pour Grey Goose! 😥 #FirstWorldProblems",168,26,True,1,1,2,1,,"@655680 Sad times indeed, Stanley. ^Gill",True,other,other,False,main,,,,,,,,,,
BA_737110,737110,2780312,128502,2017-11-21 21:13:00+05:30,"@British_Airways I’m ever so humble to have won some flights but oh my days the hassle to get something booked is a joke, I’m sure it’s made hard so I can’t book by the deadline and lose the flights",198,39,True,1,1,2,1,,"@128502 Hi Amanda, that's disappointing to hear you've had difficulty booking your flights. Were you given a contact name/number? Feel free to send a DM more details. ^Teresa",True,other,other,False,main,,,,,,,,,,
BA_749232,749232,2819996,786002,2017-11-27 02:27:18+05:30,"@British_Airways, please update your SEA-LHR service! The 777-200 interiors are EXTREMELY tired and not worth the exorbitant fee/tax structures we pay. 787s would be ideal but if you need extra capacity then PLEASE consider new interiors (and Sat Wi-Fi) on this Tech City route!",278,44,True,1,3,6,3,,"@786002 Thanks for your feedback, Christopher. Starting next year we'll be refurbishing the cabins in many of our aircraft, so they will look and feel new. ^Beth S.",True,refund_or_compensation,refund_or_compensation,False,main,,,,,,,,,,
BA_753573,753573,2836009,774172,2017-11-27 15:01:35+05:30,and back to #London ✈️ -  Missing my family already 😥 @British_Airways,70,12,True,1,1,2,1,,"@774172 We're sure they miss you too, Kevin! Hopefully it's not too long until your back on board with us and visiting your family again! ^AlexL",True,noise_or_off_topic,noise_or_off_topic,False,main,,,,,,,,,,
BA_755275,755275,2842303,790803,2017-11-27 17:54:00+05:30,Delayed on flight from NCL to LHR with @British_Airways - will be there to meet my fellow trade missioners ASAP - sorry!,120,22,True,1,1,2,1,,@790803 We're sorry you've been delayed a couple of times today. We hope you're on your way soon. ^JulieR,True,flight_disruption,flight_disruption,False,main,,,,,,,,,,
BA_755281,755281,2842325,246417,2017-11-27 20:22:06+05:30,"@British_Airways Take 2 - after yesterday’s cancelled LCA-LHR flight, we’ve just been removed from the gate w/ 25 mins to go cause “BA is delayed”. No one knows by how long. This is an absolute shit show.",204,37,True,1,1,2,1,,@246417 That's very disappointing to hear. Please speak to the airport staff to assist you again today. If we can help further let us know.^Linda W,True,flight_disruption,flight_disruption|booking_change_or_cancellation|contact_or_complaint,True,borderline,,,,,,,,,,
BA_755802,755802,2844191,791231,2017-11-27 21:48:08+05:30,@british_airways customer service officially suck. Clearly do not care too much about their passengers. Sad face!,113,16,True,1,1,2,1,,"@791231 This doesn't sound good, Kieron. Could you DM us more details so we can feed this back? Thanks. ^Alex",True,other,other,False,main,,,,,,,,,,
BA_756799,756799,2847830,792014,2017-11-27 23:11:21+05:30,"@British_Airways Hi...are small drones allowed in hand luggage on BA flights ?

I have DJI Spark which I would like to take with me for some photography. (Flying out of Heathrow)

Thank you",189,33,True,1,2,5,3,,"@792014 Hi Shantanu, provided the power rating of the batteries does not exceed 100 Watt-hours, no formal operator approval is required to carry the device in either cabin or checked baggage. There are some conditions the passenger must comply with, which are as follows: 1/2",True,baggage,baggage|information_or_policy|noise_or_off_topic,True,borderline,,,,,,,,,,
BA_760780,760780,2862301,795127,2017-11-28 02:20:49+05:30,@British_Airways Hi at San Fran international airport and there's no-one here? Any idea what is happening? Thank you in advance,127,20,True,1,1,2,1,,"@795127 Hi there, Becky. The desks usually open three hours before the flight. They should have been with you shortly after your Tweet. ^Stephen",True,information_or_policy,information_or_policy|noise_or_off_topic,False,main,,,,,,,,,,
BA_765259,765259,2877189,798673,2017-11-28 06:48:34+05:30,"@British_Airways I am wanting to cancel my booking today with booking reference as follow :

Booking reference 31863504

Please help",132,20,True,1,1,2,1,,"@798673 I'm afraid the reference you've given isn't one of ours, Yudha. If you booked with a third-party agent, you'll need to contact them directly for assistance. ^Steph",True,website_or_app_issue,website_or_app_issue|booking_change_or_cancellation,True,borderline,,,,,,,,,,
BA_766761,766761,2882898,799529,2017-11-28 13:59:14+05:30,Absolutely disgusted @British_Airways at the cancellation and handling of flight ba2273 to New York yesterday afternnnon booked as a Christmas present for my wife and her friend they have lost a day of there holiday # shambles,226,37,True,1,2,4,2,,"@799529 Hi Luke. We can only rebook our customers on flights where we have availability. We're sorry your wife and friends were disappointed. Ask them to get in touch, if they want to discuss any issues about their disrupted journey. Thanks. ^Liz",True,booking_change_or_cancellation,booking_change_or_cancellation,False,main,,,,,,,,,,
BA_769697,769697,2893538,340110,2017-11-28 18:21:55+05:30,"@British_Airways please assist. Duty free charge gone off my card 22/11 - not travelled with you since 27/09 , who do I talk to?",128,24,True,1,1,2,1,,"@340110 Hi, Rebecca. Did you buy something on board in September? If so, did the payment debit from your card then? If not, is this a duplicate payment? ^Cecilia",True,refund_or_compensation,refund_or_compensation|contact_or_complaint,True,borderline,,,,,,,,,,
BA_772744,772744,2904093,804286,2017-11-28 22:54:00+05:30,@British_Airways having a problem with your website.  Page not found is coming up when I click Manage My Booking. Is it down?,125,22,True,1,1,2,1,,"@804286 We're not having any issues, and have been using the system ourselves very recently, Yvette. Have you tried another device or browser. If that doesn't resolve the issue DM us your booking reference, full name, address, email and tel.no and we'll look into it for you. ^Julie",True,website_or_app_issue,website_or_app_issue,False,main,,,,,,,,,,
BA_781052,781052,2931531,803577,2017-11-28 23:20:15+05:30,"@British_Airways, I am trying to fill out the form for my 7 hour flight compensation from Rio/London flight BA0248 ref WGWRBG 17th Nov.",135,23,True,1,1,2,1,,"@803577 Hi Justine. We’re sorry your flight from Rio was disrupted. Our Customer Relations work on cases in order of date received. You'll get a response soon. For your own security, we recommend you remove your personal details from your public feed. ^Liz",True,refund_or_compensation,refund_or_compensation,False,main,,,,,,,,,,
BA_783910,783910,2942315,812916,2017-11-29 19:39:34+05:30,@British_Airways And this will be €50 yeah?,43,7,False,3,2,4,2,"[CUSTOMER @ 2017-11-29 15:41:48+05:30] @British_Airways hello, can I pay for an extra bag at pafos airport after checking in online? Many thanks
[BRAND @ 2017-11-29 19:34:53+05:30] @812916 Hi. Thanks for your Tweet. You should be able to add excess bags at the airport. Hope this helps. ^Kev",@812916 €50.00 is correct amount for additional baggage paid at Paphos if you're travelling in Euro Traveller cabin. Please use this link for any further help you need https://t.co/6jdkLEf69T or you please reply if you would like our help. ^Oliver,True,other,other,False,main,,,,,,,,,,
BA_784998,784998,2945899,813721,2017-11-29 17:47:56+05:30,@British_Airways This is the state in which @British_Airways left my bag after I traveled to London on Saturday. I have been trying to get my claim dealt with since and I am so disappointed at the way this has been handled. https://t.co/j5gNSkkwnE,247,42,True,1,1,2,1,,"@813721 We're really sorry to hear this.   Please can you DM us your full name, email and telephone number please?  We'll certainly see if we can help. ^Rach",True,baggage,baggage,False,main,,,,,,,,,,
BA_785861,785861,2948654,754344,2017-11-29 20:15:05+05:30,I’m getting use to my little aeroplanes @British_Airways #howcute 😂 #a321 next stop 🇵🇱 ttfn 👋.... https://t.co/076azlHxZ4,121,17,True,1,1,2,1,,"@754344 Very cute indeed, Jason! We hope you had a great flight with us! ^Rach",True,noise_or_off_topic,noise_or_off_topic,False,main,,,,,,,,,,
BA_787976,787976,2955812,815937,2017-11-29 22:43:28+05:30,"Domestic travel in RSA has become a nightmare @British_Airways poor service, bad customer relations, poor time management. This is highly unprofessional.",153,21,True,1,2,3,1,,"@815937 We're really sorry to hear about your poor experience, Nkateko.  We'll ensure your comments are passed on to Comair, who operate these flights. ^Rach",True,contact_or_complaint,contact_or_complaint,False,main,,,,,,,,,,
BA_794863,794863,2977895,821291,2017-10-31 18:45:16+05:30,Thanks Chris from @British_Airways Aviation safety &amp; procedures were the topic for your guest session today! @103321,120,17,True,1,1,2,1,,@821291 We're very pleased you enjoyed today. Thanks for your tweet. ^Oliver,True,noise_or_off_topic,noise_or_off_topic,False,main,,,,,,,,,,
BA_796180,796180,2981705,822379,2017-10-31 19:49:29+05:30,@British_Airways - tried to collect avios from a flight taken less than 6 months ago but your system won't let me... can you help?,130,24,True,1,2,3,1,,"@822379 Yes we can, Carly. DM us the booking reference or ticket number, your email and Exec number. ^Helen",True,refund_or_compensation,refund_or_compensation,False,main,,,,,,,,,,
BA_797609,797609,2986423,178359,2017-10-31 20:28:05+05:30,"Hi @British_Airways, what time would you recommend arriving at EDI for a 7:30 flight to LHR on Saturday?",104,18,True,1,1,2,1,,"@178359 Hi Steve, check-in at the airport closes 45 minutes before departure. We hope you have a great flight! ^Jane",True,information_or_policy,information_or_policy,False,main,,,,,,,,,,
